elapsed_time,iterations,n,k,N,error
9.710000,100,2048,0,1,0.079694
elapsed_time,iterations,n,k,N,error
10.056610,100,2896,1,2,0.079604
elapsed_time,iterations,n,k,N,error
10.141463,100,4096,1,4,0.079589
elapsed_time,iterations,n,k,N,error
16.853138,100,5792,1,8,0.079589
